x,y,LOCAL_MONTH,MAX_REL_HUMIDITY,ID,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,SPEED_MAX_GUST,MAX_TEMPERATURE,TOTAL_RAIN,LOCAL_DAY,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,LOCAL_DATE,MIN_REL_HUMIDITY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG
-52.7525,47.618611111111115,12,98,8403505.2018.12.15,,,NL,,2018,71,2.1,2.6,15,,0.4,,ST. JOHN'S INTL A,,2.8,17.6,0.4,,0,,,31,27,,8403505,2018-12-15 00:00:00,70,-1.3,,,
-52.7525,47.618611111111115,12,80,8403505.2018.12.16,,,NL,T,2018,63,-0.7,0,16,,0,,ST. JOHN'S INTL A,,0,19.7,-1.7,,0,,,31,20,,8403505,2018-12-16 00:00:00,65,-2.7,,,T
-52.7525,47.618611111111115,12,99,8403505.2018.12.17,,,NL,,2018,74,-0.3,0.8,17,,1.2,,ST. JOHN'S INTL A,,1.6,21.4,-3.4,,0,,,15,18,,8403505,2018-12-17 00:00:00,64,-6.4,,,
-52.7525,47.618611111111115,12,100,8403505.2018.12.18,,,NL,,2018,68,6.4,12.4,18,,0,,ST. JOHN'S INTL A,,12.4,15,3,,0,,,14,10,,8403505,2018-12-18 00:00:00,79,-0.4,,,
-52.7525,47.618611111111115,12,96,8403505.2018.12.19,,,NL,,2018,78,1.4,0,19,,0.8,,ST. JOHN'S INTL A,,0.4,19,-1,,0,,,28,7,,8403505,2018-12-19 00:00:00,76,-3.4,,,
-52.7525,47.618611111111115,12,78,8403505.2018.12.20,,,NL,,2018,102,-0.7,0,20,,0,,ST. JOHN'S INTL A,,0,19.9,-1.9,,0,,,29,6,,8403505,2018-12-20 00:00:00,60,-3,,,
-52.7525,47.618611111111115,12,95,8403505.2018.12.21,,,NL,,2018,71,0,0,21,,0,,ST. JOHN'S INTL A,,0,20.3,-2.3,,0,,,31,5,,8403505,2018-12-21 00:00:00,75,-4.6,,,
-52.7525,47.618611111111115,12,98,8403505.2018.12.22,,,NL,,2018,68,3.4,1.2,22,,0,,ST. JOHN'S INTL A,,1.2,19,-1,,0,,,18,4,,8403505,2018-12-22 00:00:00,83,-5.4,,,
-52.7525,47.618611111111115,12,100,8403505.2018.12.23,,,NL,,2018,71,8.8,5.4,23,,0,,ST. JOHN'S INTL A,,5.4,15,3,,0,,,19,2,,8403505,2018-12-23 00:00:00,80,-2.8,,,T
-52.7525,47.618611111111115,12,80,8403505.2018.12.24,,,NL,,2018,55,-2.8,0,24,,0,,ST. JOHN'S INTL A,,0,22.4,-4.4,,0,,,29,2,,8403505,2018-12-24 00:00:00,70,-6,,,
-52.7525,47.618611111111115,12,89,8403505.2018.12.25,,,NL,,2018,45,-1.8,0,25,,0.7,,ST. JOHN'S INTL A,,0.4,22.2,-4.2,,0,,,28,2,,8403505,2018-12-25 00:00:00,71,-6.6,,,
-52.7525,47.618611111111115,12,74,8403505.2018.12.26,,,NL,T,2018,59,-4.2,0,26,,0.2,,ST. JOHN'S INTL A,,0,23.6,-5.6,,0,,,27,3,,8403505,2018-12-26 00:00:00,62,-7,,,
-52.7525,47.618611111111115,12,80,8403505.2018.12.27,,,NL,T,2018,39,-3,0,27,,0,,ST. JOHN'S INTL A,,0,23.9,-5.9,,0,,,28,3,,8403505,2018-12-27 00:00:00,53,-8.8,,,T
-52.7525,47.618611111111115,12,83,8403505.2018.12.28,,,NL,T,2018,37,-8.3,0,28,,0,,ST. JOHN'S INTL A,,0,28.5,-10.5,,0,,,32,3,,8403505,2018-12-28 00:00:00,63,-12.6,,,T
-52.7525,47.618611111111115,12,99,8403505.2018.12.29,,,NL,,2018,67,-1.5,0,29,,16.3,,ST. JOHN'S INTL A,,7.4,25.4,-7.4,,0,,,15,3,,8403505,2018-12-29 00:00:00,70,-13.3,,,
-52.7525,47.618611111111115,12,100,8403505.2018.12.30,,,NL,,2018,67,-0.7,0.6,30,,2.8,,ST. JOHN'S INTL A,,2.4,20.4,-2.4,,0,,,35,19,,8403505,2018-12-30 00:00:00,92,-4,,,
-52.7525,47.618611111111115,12,93,8403505.2018.12.31,,,NL,T,2018,63,-4,0,31,,0.2,,ST. JOHN'S INTL A,,0,25.6,-7.6,,0,,,34,19,,8403505,2018-12-31 00:00:00,77,-11.1,,,
-52.7525,47.618611111111115,1,97,8403505.2019.1.1,,,NL,,2019,87,-3.3,0,1,,14.8,,ST. JOHN'S INTL A,,12.4,25.1,-7.1,,0,,,13,19,,8403505,2019-01-01 00:00:00,70,-10.9,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.2,,,NL,,2019,107,0.3,1,2,,29.8,,ST. JOHN'S INTL A,,21.8,21.6,-3.6,,0,,,30,37,,8403505,2019-01-02 00:00:00,83,-7.5,,,
-52.7525,47.618611111111115,1,88,8403505.2019.1.3,,,NL,T,2019,81,-7.6,0,3,,0,,ST. JOHN'S INTL A,,0,29.7,-11.7,,0,,,31,58,,8403505,2019-01-03 00:00:00,64,-15.7,,,T
-52.7525,47.618611111111115,1,89,8403505.2019.1.4,M,,NL,T,2019,,-4.4,0,4,,0,,ST. JOHN'S INTL A,,0,28.6,-10.6,,0,,,,58,,8403505,2019-01-04 00:00:00,80,-16.8,,M,T
-52.7525,47.618611111111115,1,100,8403505.2019.1.5,,,NL,,2019,48,0.5,2.2,5,,0,,ST. JOHN'S INTL A,,2.2,20.3,-2.3,,0,,,19,44,,8403505,2019-01-05 00:00:00,89,-5,,,T
-52.7525,47.618611111111115,1,100,8403505.2019.1.6,,,NL,,2019,96,4.8,39,6,,0,,ST. JOHN'S INTL A,,39,15.9,2.1,,0,,,24,34,,8403505,2019-01-06 00:00:00,86,-0.7,,,T
-52.7525,47.618611111111115,1,85,8403505.2019.1.7,,,NL,T,2019,98,-0.3,0,7,,0,,ST. JOHN'S INTL A,,0,21,-3,,0,,,25,30,,8403505,2019-01-07 00:00:00,72,-5.7,,,T
-52.7525,47.618611111111115,1,91,8403505.2019.1.8,,,NL,T,2019,71,-4.1,0,8,,0,,ST. JOHN'S INTL A,,0,23.6,-5.6,,0,,,33,28,,8403505,2019-01-08 00:00:00,74,-7,,,T
-52.7525,47.618611111111115,1,88,8403505.2019.1.9,,,NL,,2019,52,-3.9,0,9,,0,,ST. JOHN'S INTL A,,0,22.3,-4.3,,0,,,36,26,,8403505,2019-01-09 00:00:00,67,-4.7,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.10,,,NL,,2019,63,5.5,7.2,10,,1,,ST. JOHN'S INTL A,,8,17.2,0.8,,0,,,13,24,,8403505,2019-01-10 00:00:00,93,-4,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.11,,,NL,,2019,54,2.4,5.2,11,,0.4,,ST. JOHN'S INTL A,,5.4,17.2,0.8,,0,,,25,10,,8403505,2019-01-11 00:00:00,80,-0.8,,,
-52.7525,47.618611111111115,1,92,8403505.2019.1.12,,,NL,,2019,50,1.4,0,12,,0.4,,ST. JOHN'S INTL A,,0.4,19.9,-1.9,,0,,,24,8,,8403505,2019-01-12 00:00:00,66,-5.1,,,
-52.7525,47.618611111111115,1,89,8403505.2019.1.13,,,NL,T,2019,67,-2.4,0,13,,0.2,,ST. JOHN'S INTL A,,0,22.5,-4.5,,0,,,24,7,,8403505,2019-01-13 00:00:00,69,-6.5,,,
-52.7525,47.618611111111115,1,84,8403505.2019.1.14,,,NL,,2019,55,-3.5,0,14,,0,,ST. JOHN'S INTL A,,0,23.4,-5.4,,0,,,28,7,,8403505,2019-01-14 00:00:00,65,-7.2,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.15,,,NL,,2019,84,2.7,33.8,15,,12.4,,ST. JOHN'S INTL A,,49.6,19,-1,,0,,,33,7,,8403505,2019-01-15 00:00:00,83,-4.7,,,
-52.7525,47.618611111111115,1,91,8403505.2019.1.16,,,NL,T,2019,72,-2.7,0,16,,0,,ST. JOHN'S INTL A,,0,22.6,-4.6,,0,,,32,16,,8403505,2019-01-16 00:00:00,83,-6.5,,,T
-52.7525,47.618611111111115,1,94,8403505.2019.1.17,,,NL,,2019,72,1.3,0,17,,0.4,,ST. JOHN'S INTL A,,0.2,22.3,-4.3,,0,,,19,16,,8403505,2019-01-17 00:00:00,61,-9.8,,,
-52.7525,47.618611111111115,1,77,8403505.2019.1.18,,,NL,,2019,55,-4.7,0,18,,0,,ST. JOHN'S INTL A,,0,26,-8,,0,,,27,14,,8403505,2019-01-18 00:00:00,61,-11.2,,,
-52.7525,47.618611111111115,1,99,8403505.2019.1.19,,,NL,,2019,65,1,0,19,,10.4,,ST. JOHN'S INTL A,,9,22.8,-4.8,,0,,,16,19,,8403505,2019-01-19 00:00:00,70,-10.5,,,
-52.7525,47.618611111111115,1,97,8403505.2019.1.20,,,NL,,2019,78,-1.2,0,20,,0,,ST. JOHN'S INTL A,,0,24,-6,,0,,,17,21,,8403505,2019-01-20 00:00:00,61,-10.8,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.21,,,NL,,2019,89,10.6,15.6,21,,0,,ST. JOHN'S INTL A,,15.6,13.3,4.7,,0,,,20,18,,8403505,2019-01-21 00:00:00,89,-1.2,,,
-52.7525,47.618611111111115,1,99,8403505.2019.1.22,,,NL,,2019,52,4.4,0.4,22,,2.6,,ST. JOHN'S INTL A,,1.4,17.9,0.1,,0,,,28,8,,8403505,2019-01-22 00:00:00,85,-4.2,,,
-52.7525,47.618611111111115,1,93,8403505.2019.1.23,,,NL,,2019,58,-2.5,0,23,,1.2,,ST. JOHN'S INTL A,,0.2,22.9,-4.9,,0,,,35,11,,8403505,2019-01-23 00:00:00,70,-7.2,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.24,,,NL,,2019,50,4.6,1,24,,2.8,,ST. JOHN'S INTL A,,3.4,18.8,-0.8,,0,,,17,11,,8403505,2019-01-24 00:00:00,89,-6.1,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.25,,,NL,,2019,87,9.8,4,25,,0,,ST. JOHN'S INTL A,,4,12.7,5.3,,0,,,22,8,,8403505,2019-01-25 00:00:00,94,0.8,,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.26,,,NL,T,2019,50,1.5,0,26,,0,,ST. JOHN'S INTL A,,0,20,-2,,0,,,27,1,T,8403505,2019-01-26 00:00:00,57,-5.4,,,
-52.7525,47.618611111111115,1,98,8403505.2019.1.27,,,NL,,2019,33,-0.8,0,27,,0,,ST. JOHN'S INTL A,,0,21.5,-3.5,,0,,,14,0,,8403505,2019-01-27 00:00:00,58,-6.1,T,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.28,,,NL,,2019,63,2.1,5,28,,0,,ST. JOHN'S INTL A,,5,17.9,0.1,,0,,,14,0,,8403505,2019-01-28 00:00:00,94,-1.9,T,,
-52.7525,47.618611111111115,1,97,8403505.2019.1.29,,,NL,,2019,55,0.1,0,29,,0,,ST. JOHN'S INTL A,,0,22.3,-4.3,,0,,,6,0,,8403505,2019-01-29 00:00:00,52,-8.7,T,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.30,,,NL,,2019,46,-1,0,30,,1.2,,ST. JOHN'S INTL A,,0.5,21.6,-3.6,,0,,,12,0,,8403505,2019-01-30 00:00:00,90,-6.2,T,,
-52.7525,47.618611111111115,1,100,8403505.2019.1.31,,,NL,,2019,76,3.1,1.6,31,,0,,ST. JOHN'S INTL A,,1.6,20.3,-2.3,,0,,,25,0,,8403505,2019-01-31 00:00:00,54,-7.7,T,,T
-52.7525,47.618611111111115,2,89,8403505.2019.2.1,,,NL,,2019,78,-6.7,0,1,,3.4,,ST. JOHN'S INTL A,,1.4,26.6,-8.6,,0,,,25,0,,8403505,2019-02-01 00:00:00,54,-10.5,T,,
-52.7525,47.618611111111115,2,89,8403505.2019.2.2,,,NL,,2019,58,-6.2,0,2,,3.8,,ST. JOHN'S INTL A,,1.4,25.4,-7.4,,0,,,25,3,,8403505,2019-02-02 00:00:00,67,-8.6,,,
-52.7525,47.618611111111115,2,93,8403505.2019.2.3,,,NL,,2019,68,-6.8,0,3,,1.8,,ST. JOHN'S INTL A,,0.8,27.8,-9.8,,0,,,30,6,,8403505,2019-02-03 00:00:00,62,-12.8,,,
-52.7525,47.618611111111115,2,97,8403505.2019.2.4,,,NL,,2019,52,-0.6,0.2,4,,1.2,,ST. JOHN'S INTL A,,0.8,24.9,-6.9,,0,,,28,7,,8403505,2019-02-04 00:00:00,54,-13.1,,,
-52.7525,47.618611111111115,2,99,8403505.2019.2.5,,,NL,,2019,52,2.3,10.6,5,,0,,ST. JOHN'S INTL A,,10.6,18.5,-0.5,,0,,,19,7,,8403505,2019-02-05 00:00:00,85,-3.2,,,T
-52.7525,47.618611111111115,2,100,8403505.2019.2.6,,,NL,,2019,65,6.1,12.6,6,,0,,ST. JOHN'S INTL A,,12.6,17.2,0.8,,0,,,36,4,,8403505,2019-02-06 00:00:00,88,-4.6,,,T
-52.7525,47.618611111111115,2,98,8403505.2019.2.7,,,NL,,2019,33,-3.2,0,7,,1,,ST. JOHN'S INTL A,,0.6,22.4,-4.4,,0,,,3,3,,8403505,2019-02-07 00:00:00,90,-5.5,,,
-52.7525,47.618611111111115,2,99,8403505.2019.2.8,,,NL,,2019,85,1.9,3.6,8,,0.6,,ST. JOHN'S INTL A,,4,19.6,-1.6,,0,,,17,3,,8403505,2019-02-08 00:00:00,86,-5,,,
-52.7525,47.618611111111115,2,98,8403505.2019.2.9,,,NL,,2019,98,5.2,5,9,,0.4,,ST. JOHN'S INTL A,,5.4,21.3,-3.3,,0,,,27,2,,8403505,2019-02-09 00:00:00,53,-11.7,,,
-52.7525,47.618611111111115,2,77,8403505.2019.2.10,,,NL,T,2019,115,-6.2,0,10,,0,,ST. JOHN'S INTL A,,0,25.8,-7.8,,0,,,29,1,,8403505,2019-02-10 00:00:00,54,-9.4,,,T
-52.7525,47.618611111111115,2,79,8403505.2019.2.11,,,NL,,2019,93,-7.3,0,11,,0.6,,ST. JOHN'S INTL A,,0.2,27,-9,,0,,,29,1,,8403505,2019-02-11 00:00:00,48,-10.7,,,
-52.7525,47.618611111111115,2,80,8403505.2019.2.12,,,NL,T,2019,59,-4.8,0,12,,0,,ST. JOHN'S INTL A,,0,24.6,-6.6,,0,,,32,2,,8403505,2019-02-12 00:00:00,66,-8.3,,,T
-52.7525,47.618611111111115,2,97,8403505.2019.2.13,,,NL,,2019,65,-3.6,0,13,,4.4,,ST. JOHN'S INTL A,,3,24.5,-6.5,,0,,,15,2,,8403505,2019-02-13 00:00:00,67,-9.4,,,
-52.7525,47.618611111111115,2,99,8403505.2019.2.14,,,NL,,2019,84,1.1,0.8,14,,4.2,,ST. JOHN'S INTL A,,3.4,19.3,-1.3,,0,,,27,8,,8403505,2019-02-14 00:00:00,80,-3.7,,,
-52.7525,47.618611111111115,2,95,8403505.2019.2.15,,,NL,,2019,84,-2,0,15,,1.2,,ST. JOHN'S INTL A,,0.6,23.9,-5.9,,0,,,34,6,,8403505,2019-02-15 00:00:00,69,-9.8,,,
-52.7525,47.618611111111115,2,100,8403505.2019.2.16,,,NL,,2019,80,1.7,5.2,16,,0,,ST. JOHN'S INTL A,,5.2,20,-2,,0,,,17,4,,8403505,2019-02-16 00:00:00,82,-5.6,,,T
-52.7525,47.618611111111115,2,100,8403505.2019.2.17,,,NL,,2019,71,3.9,2.2,17,,0,,ST. JOHN'S INTL A,,2.2,19.6,-1.6,,0,,,18,2,,8403505,2019-02-17 00:00:00,68,-7,,,T
-52.7525,47.618611111111115,2,79,8403505.2019.2.18,,,NL,,2019,74,-3.2,0,18,,0,,ST. JOHN'S INTL A,,0,24.7,-6.7,,0,,,27,2,,8403505,2019-02-18 00:00:00,57,-10.1,,,
-52.7525,47.618611111111115,2,85,8403505.2019.2.19,,,NL,T,2019,61,-3.4,0,19,,0,,ST. JOHN'S INTL A,,0,25.5,-7.5,,0,,,31,2,,8403505,2019-02-19 00:00:00,56,-11.5,,,T
-52.7525,47.618611111111115,2,83,8403505.2019.2.20,,,NL,,2019,71,-11.5,,20,,,,ST. JOHN'S INTL A,,0.4,31.9,-13.9,,0,,,31,2,M,8403505,2019-02-20 00:00:00,55,-16.3,,,M
-52.7525,47.618611111111115,2,80,8403505.2019.2.21,,,NL,,2019,65,-9.7,0,21,,0,,ST. JOHN'S INTL A,,0,31.1,-13.1,,0,,,30,2,,8403505,2019-02-21 00:00:00,55,-16.5,,,
-52.7525,47.618611111111115,2,77,8403505.2019.2.22,,,NL,,2019,54,-7.5,0,22,,0,,ST. JOHN'S INTL A,,0,28.4,-10.4,,0,,,31,2,,8403505,2019-02-22 00:00:00,45,-13.2,,,
-52.7525,47.618611111111115,2,70,8403505.2019.2.23,,,NL,,2019,67,-10.4,0,23,,0,,ST. JOHN'S INTL A,,0,30.8,-12.8,,0,,,31,2,,8403505,2019-02-23 00:00:00,49,-15.1,,,
-52.7525,47.618611111111115,2,76,8403505.2019.2.24,,,NL,,2019,59,-8,0,24,,0,,ST. JOHN'S INTL A,,0,29.6,-11.6,,0,,,33,2,,8403505,2019-02-24 00:00:00,45,-15.1,,,
-52.7525,47.618611111111115,2,99,8403505.2019.2.25,,,NL,,2019,89,-0.5,0,25,,11.4,,ST. JOHN'S INTL A,,8.4,26.1,-8.1,,0,,,15,2,,8403505,2019-02-25 00:00:00,70,-15.6,,,
-52.7525,47.618611111111115,2,95,8403505.2019.2.26,,,NL,,2019,76,-1.3,0,26,,4.6,,ST. JOHN'S INTL A,,2.8,23.1,-5.1,,0,,,27,13,,8403505,2019-02-26 00:00:00,78,-8.8,,,
-52.7525,47.618611111111115,2,89,8403505.2019.2.27,,,NL,,2019,96,-2,0,27,,5.2,,ST. JOHN'S INTL A,,3.2,23.7,-5.7,,0,,,26,22,,8403505,2019-02-27 00:00:00,69,-9.4,,,
-52.7525,47.618611111111115,2,78,8403505.2019.2.28,,,NL,,2019,98,-2.8,0,28,,0,,ST. JOHN'S INTL A,,0,23.8,-5.8,,0,,,28,15,,8403505,2019-02-28 00:00:00,65,-8.7,,,
-52.7525,47.618611111111115,3,86,8403505.2019.3.1,,,NL,T,2019,78,-4,0,1,,0.2,,ST. JOHN'S INTL A,,0,24.3,-6.3,,0,,,28,15,,8403505,2019-03-01 00:00:00,59,-8.5,,,
-52.7525,47.618611111111115,3,77,8403505.2019.3.2,,,NL,,2019,89,-1.5,0,2,,0,,ST. JOHN'S INTL A,,0,23.1,-5.1,,0,,,28,12,,8403505,2019-03-02 00:00:00,45,-8.6,,,
-52.7525,47.618611111111115,3,95,8403505.2019.3.3,,,NL,,2019,48,-4.3,0,3,,3.6,,ST. JOHN'S INTL A,,2.6,24.7,-6.7,,0,,,4,11,,8403505,2019-03-03 00:00:00,77,-9.1,,,
-52.7525,47.618611111111115,3,98,8403505.2019.3.4,,,NL,,2019,91,-1,1,4,,3.8,,ST. JOHN'S INTL A,,3.8,22.6,-4.6,,0,,,14,14,,8403505,2019-03-04 00:00:00,79,-8.1,,,
-52.7525,47.618611111111115,3,100,8403505.2019.3.5,,,NL,T,2019,102,3.9,0,5,,0,,ST. JOHN'S INTL A,,0,19,-1,,0,,,25,14,T,8403505,2019-03-05 00:00:00,68,-5.8,,,
-52.7525,47.618611111111115,3,97,8403505.2019.3.6,,,NL,,2019,55,-3.7,0,6,,9,,ST. JOHN'S INTL A,,6.2,24.4,-6.4,,0,,,27,14,,8403505,2019-03-06 00:00:00,59,-9.1,,,
-52.7525,47.618611111111115,3,87,8403505.2019.3.7,,,NL,,2019,71,-6.6,0,7,,7.6,,ST. JOHN'S INTL A,,2.9,27.5,-9.5,,0,,,26,22,,8403505,2019-03-07 00:00:00,66,-12.4,,,
-52.7525,47.618611111111115,3,86,8403505.2019.3.8,,,NL,,2019,72,-7.5,0,8,,4,,ST. JOHN'S INTL A,,1.6,27.9,-9.9,,0,,,28,29,,8403505,2019-03-08 00:00:00,65,-12.2,,,
-52.7525,47.618611111111115,3,87,8403505.2019.3.9,,,NL,T,2019,71,-1.6,0,9,,0.4,,ST. JOHN'S INTL A,,0,23.9,-5.9,,0,,,24,31,,8403505,2019-03-09 00:00:00,64,-10.2,,,
-52.7525,47.618611111111115,3,,8403505.2019.3.10,,M,NL,,2019,48,,0,10,M,0,M,ST. JOHN'S INTL A,M,0,,,M,,M,M,31,31,,8403505,2019-03-10 00:00:00,,,,,
-52.7525,47.618611111111115,3,98,8403505.2019.3.11,,,NL,,2019,94,3.6,12,11,,1.6,,ST. JOHN'S INTL A,,14.6,20.1,-2.1,,0,,,18,28,,8403505,2019-03-11 00:00:00,76,-7.8,,,
-52.7525,47.618611111111115,3,100,8403505.2019.3.12,,,NL,,2019,74,5.3,0.2,12,,0,,ST. JOHN'S INTL A,,0.2,16.6,1.4,,0,,,22,15,,8403505,2019-03-12 00:00:00,58,-2.5,,,
-52.7525,47.618611111111115,3,95,8403505.2019.3.13,,,NL,,2019,35,1.1,0,13,,0,,ST. JOHN'S INTL A,,0,20.8,-2.8,,0,,,27,11,,8403505,2019-03-13 00:00:00,60,-6.6,,,
-52.7525,47.618611111111115,3,97,8403505.2019.3.14,,,NL,,2019,33,3.3,0,14,,0,,ST. JOHN'S INTL A,,0,19.8,-1.8,,0,,,27,10,,8403505,2019-03-14 00:00:00,48,-6.8,,,
-52.7525,47.618611111111115,3,90,8403505.2019.3.15,,,NL,T,2019,48,1.1,0,15,,0,,ST. JOHN'S INTL A,,0,20.5,-2.5,,0,,,21,3,T,8403505,2019-03-15 00:00:00,61,-6,,,
-52.7525,47.618611111111115,3,98,8403505.2019.3.16,,,NL,,2019,87,7.3,7.6,16,,0,,ST. JOHN'S INTL A,,7.6,14.4,3.6,,0,,,20,0,,8403505,2019-03-16 00:00:00,74,-0.2,T,,
-52.7525,47.618611111111115,3,99,8403505.2019.3.17,,,NL,T,2019,72,4.5,0,17,,0,,ST. JOHN'S INTL A,,0,18.3,-0.3,,0,,,26,0,,8403505,2019-03-17 00:00:00,62,-5.1,T,,T
-52.7525,47.618611111111115,3,86,8403505.2019.3.18,,,NL,T,2019,58,0.6,0,18,,0,,ST. JOHN'S INTL A,,0,21.6,-3.6,,0,,,26,0,,8403505,2019-03-18 00:00:00,50,-7.7,T,,T
-52.7525,47.618611111111115,3,90,8403505.2019.3.19,,,NL,,2019,46,-1.8,0,19,,1,,ST. JOHN'S INTL A,,0.2,23,-5,,0,,,28,0,,8403505,2019-03-19 00:00:00,50,-8.2,T,,
-52.7525,47.618611111111115,3,90,8403505.2019.3.20,,,NL,T,2019,58,-1.8,0,20,,0,,ST. JOHN'S INTL A,,0,22.6,-4.6,,0,,,27,0,,8403505,2019-03-20 00:00:00,51,-7.3,T,,T
-52.7525,47.618611111111115,3,79,8403505.2019.3.21,,,NL,,2019,55,5.2,0,21,,0,,ST. JOHN'S INTL A,,0,18.5,-0.5,,0,,,26,0,,8403505,2019-03-21 00:00:00,38,-6.2,T,,
-52.7525,47.618611111111115,3,99,8403505.2019.3.22,,,NL,,2019,81,4,20,22,,0,,ST. JOHN'S INTL A,,20,17.2,0.8,,0,,,15,0,,8403505,2019-03-22 00:00:00,61,-2.5,T,,
-52.7525,47.618611111111115,3,100,8403505.2019.3.23,,,NL,,2019,72,12.4,21,23,,0,,ST. JOHN'S INTL A,,21,11.4,6.6,,0,,,17,0,,8403505,2019-03-23 00:00:00,64,0.8,T,,T
-52.7525,47.618611111111115,3,99,8403505.2019.3.24,,,NL,,2019,58,3.5,0,24,,0.2,,ST. JOHN'S INTL A,,0.2,17.4,0.6,,0,,,26,0,,8403505,2019-03-24 00:00:00,83,-2.3,T,,
-52.7525,47.618611111111115,3,92,8403505.2019.3.25,,,NL,T,2019,55,6,0,25,,0,,ST. JOHN'S INTL A,,0,16.8,1.2,,0,,,30,0,,8403505,2019-03-25 00:00:00,58,-3.7,T,,T
-52.7525,47.618611111111115,3,83,8403505.2019.3.26,,,NL,,2019,41,-1.4,0,26,,0,,ST. JOHN'S INTL A,,0,22.1,-4.1,,0,,,30,0,,8403505,2019-03-26 00:00:00,34,-6.8,T,,
-52.7525,47.618611111111115,3,87,8403505.2019.3.27,,,NL,T,2019,45,-4.4,0,27,,0,,ST. JOHN'S INTL A,,0,25.9,-7.9,,0,,,34,0,,8403505,2019-03-27 00:00:00,42,-11.3,T,,T
-52.7525,47.618611111111115,3,81,8403505.2019.3.28,,,NL,,2019,41,2.9,0,28,,0,,ST. JOHN'S INTL A,,0,22.5,-4.5,,0,,,24,0,,8403505,2019-03-28 00:00:00,27,-11.8,T,,
-52.7525,47.618611111111115,3,93,8403505.2019.3.29,,,NL,,2019,46,6.2,0,29,,0,,ST. JOHN'S INTL A,,0,17.6,0.4,,0,,,24,0,,8403505,2019-03-29 00:00:00,43,-5.5,T,,
-52.7525,47.618611111111115,3,100,8403505.2019.3.30,,,NL,,2019,37,8.8,1,30,,0,,ST. JOHN'S INTL A,,1,13.6,4.4,,0,,,24,0,,8403505,2019-03-30 00:00:00,70,0,T,,
-52.7525,47.618611111111115,3,100,8403505.2019.3.31,,,NL,,2019,52,14.4,0.2,31,,0,,ST. JOHN'S INTL A,,0.2,10.1,7.9,,0,,,17,0,,8403505,2019-03-31 00:00:00,48,1.4,T,,
-52.7525,47.618611111111115,4,100,8403505.2019.4.1,,,NL,,2019,74,17.6,11.8,1,,0,,ST. JOHN'S INTL A,,11.8,9.9,8.1,,0,,,26,,,8403505,2019-04-01 00:00:00,72,-1.4,,,
-52.7525,47.618611111111115,4,90,8403505.2019.4.2,,,NL,T,2019,80,3.2,0,2,,0,,ST. JOHN'S INTL A,,0,17.8,0.2,,0,,,26,,,8403505,2019-04-02 00:00:00,39,-2.9,,,T
-52.7525,47.618611111111115,4,100,8403505.2019.4.3,,,NL,,2019,81,8.2,18.4,3,,0,,ST. JOHN'S INTL A,,18.4,15.6,2.4,,0,,,17,,,8403505,2019-04-03 00:00:00,24,-3.5,,,
-52.7525,47.618611111111115,4,99,8403505.2019.4.4,,,NL,,2019,96,6.8,1,4,,0.4,,ST. JOHN'S INTL A,,1.2,15.7,2.3,,0,,,24,0,,8403505,2019-04-04 00:00:00,46,-2.2,T,,
-52.7525,47.618611111111115,4,78,8403505.2019.4.5,,,NL,T,2019,84,-0.1,0,5,,0,,ST. JOHN'S INTL A,,0,20.6,-2.6,,0,,,24,0,,8403505,2019-04-05 00:00:00,62,-5.1,T,,T
-52.7525,47.618611111111115,4,98,8403505.2019.4.6,,,NL,,2019,58,4.4,0,6,,3.4,,ST. JOHN'S INTL A,,2.6,18.4,-0.4,,0,,,27,3,,8403505,2019-04-06 00:00:00,34,-5.1,E,,
-52.7525,47.618611111111115,4,100,8403505.2019.4.7,,,NL,,2019,80,0.5,0,7,,3.4,,ST. JOHN'S INTL A,,1.8,19.9,-1.9,,0,,,29,5,,8403505,2019-04-07 00:00:00,70,-4.2,,,
-52.7525,47.618611111111115,4,92,8403505.2019.4.8,,,NL,,2019,67,-1.4,0,8,,0.8,,ST. JOHN'S INTL A,,0.2,21.9,-3.9,,0,,,29,3,,8403505,2019-04-08 00:00:00,64,-6.3,,,
